date,pm25,pm10,o3,no2,so2,co,psi
10/03/2022, 43, 33, 24, , 1, 6, 
11/03/2022, 53, 38, 31, , 1, 7, 
12/03/2022, 67, 38, 23, , 1, 6, 
13/03/2022, 46, 26, 32, , 1, 5, 
14/03/2022, 43, 28, 14, , 1, 5, 
15/03/2022, 59, 28, 41, , 1, 6, 
16/03/2022, 58, 26, 18, , 1, 6, 
17/03/2022, 46, 24, 17, , 1, 7, 
18/03/2022, 48, 26, 35, , 1, 7, 
19/03/2022, 52, 32, 46, , 2, 4, 
20/03/2022, 60, 31, 20, , 6, 4, 
21/03/2022, 56, 29, 9, , 7, 5, 
22/03/2022, 46, 27, 18, , 1, 5, 
23/03/2022, 43, 24, 19, , 1, 6, 
24/03/2022, 45, 26, 20, , 1, 7, 
25/03/2022, 48, 26, 32, , 1, 7, 
26/03/2022, 44, 29, 30, , 2, 8, 
27/03/2022, 62, 32, 21, , 2, 7, 
28/03/2022, 52, 28, 14, , 2, 4, 
29/03/2022, 46, 26, 24, , 2, 4, 
30/03/2022, 48, 26, 14, , 2, 5, 
31/03/2022, 48, 31, 44, , 2, 5, 
01/04/2022, 60, 32, 42, , 2, 4, 
02/04/2022, 63, 32, 21, , 2, 6, 
03/04/2022, 59, 27, 38, , 2, 5, 
04/04/2022, 46, 24, 20, , 2, 5, 
05/04/2022, 36, 23, 29, , 2, 6, 
06/04/2022, 44, 24, 6, , 2, 5, 
07/04/2022, 47, 31, 35, , 2, 6, 
08/04/2022, 56, 24, 13, , 2, 4, 
09/04/2022, 44, 28, 20, , 2, 5, 
10/04/2022, 55, 33, 12, , 2, 5, 
11/04/2022, 56, 35, 44, , 2, 5, 
12/04/2022, 81, 44, 13, , 3, 3, 
13/04/2022, 69, 33, 30, , 3, 2, 
14/04/2022, 55, 30, 24, , 2, 2, 
15/04/2022, 50, 27, 25, , 2, 3, 
16/04/2022, 54, 28, 33, , 2, 3, 
17/04/2022, 61, 27, 20, , 2, 4, 
18/04/2022, 46, 30, 18, , 2, 6, 
19/04/2022, 51, 31, 17, , 1, 7, 
20/04/2022, 65, 33, 5, , 1, 7, 
21/04/2022, 50, 37, 16, , 1, 10, 
22/04/2022, 58, 27, 14, , 2, 7, 
23/04/2022, 48, 35, 18, , 2, 9, 
24/04/2022, 53, 30, 15, , 3, 6, 
25/04/2022, 50, 34, 18, , 4, 6, 
26/04/2022, 61, 35, 18, , 3, 6, 
27/04/2022, 60, 32, 27, , 2, 8, 
28/04/2022, 57, 36, 30, , 2, 9, 
29/04/2022, 69, 41, 43, , 2, 8, 
30/04/2022, 65, 39, 25, , 2, 9, 
01/05/2022, 74, 27, 12, , 2, 7, 
02/05/2022, 32, 20, 20, , 2, 7, 
03/05/2022, 39, 21, 12, , 3, 6, 
04/05/2022, 43, 25, 13, , 3, 4, 
05/05/2022, 40, 23, 14, , 2, 4, 
06/05/2022, 35, 21, 6, , 2, 5, 
07/05/2022, 39, 25, 9, , 2, 6, 
08/05/2022, 35, 21, 15, , 2, 5, 
09/05/2022, 30, 20, 17, , 2, 6, 
10/05/2022, 34, 22, 22, , 2, 7, 
11/05/2022, 45, 32, 20, , 2, 8, 
12/05/2022, 50, 29, 31, , 2, 6, 
13/05/2022, 58, 25, 25, , 2, 5, 
14/05/2022, 49, 28, 22, , 2, 6, 
15/05/2022, 55, 20, 16, , 2, 7, 
16/05/2022, 41, 18, 18, , 2, 8, 
17/05/2022, 45, 21, 16, , 2, 7, 
18/05/2022, 55, 22, 12, , 2, 4, 
19/05/2022, 53, 30, 15, , 2, 6, 
20/05/2022, 78, 33, 24, , 3, 4, 
21/05/2022, 70, 30, 25, , 2, 3, 
22/05/2022, 54, 26, 23, , 2, 3, 
23/05/2022, 62, 29, 35, , 2, 2, 
24/05/2022, 53, 23, 15, , 2, 4, 
25/05/2022, 45, 19, 39, , 2, 3, 
26/05/2022, 44, 21, 28, , 2, 3, 
27/05/2022, 50, 22, 21, , 2, 4, 
28/05/2022, 44, 21, 25, , 2, 4, 
29/05/2022, 36, 24, 45, , 2, 4, 
30/05/2022, 65, 35, 38, , 2, 5, 
31/05/2022, 72, 38, 11, , 3, 6, 
01/06/2022, 66, 33, 10, , 4, 5, 
02/06/2022, 51, 21, 11, , 3, 8, 
03/06/2022, 48, 24, 30, , 2, 9, 
04/06/2022, 43, 18, 12, , 2, 7, 
05/06/2022, 34, 17, 15, , 3, 9, 
06/06/2022, 36, 18, 7, , 5, 8, 
07/06/2022, 39, 19, 36, , 8, 6, 
08/06/2022, 45, 20, 25, , 5, 8, 
09/06/2022, 43, 28, 39, , 3, 11, 
10/06/2022, 63, 24, 5, , 2, 5, 
11/06/2022, 39, 19, 2, , 2, 5, 
12/06/2022, 35, 23, 3, , 2, 6, 
13/06/2022, 53, 29, 14, , 2, 6, 
14/06/2022, 42, 20, 18, , 2, 5, 
15/06/2022, 43, 28, 9, , 4, 8, 
16/06/2022, 45, 17, 12, , 4, 6, 
17/06/2022, 24, 19, 24, , 1, 7, 
18/06/2022, 43, 28, 22, , 1, 9, 
19/06/2022, 54, 23, 9, , 1, 6, 
20/06/2022, 35, 18, 7, , 1, 3, 
21/06/2022, 36, 16, 14, , 1, 3, 
22/06/2022, 27, 15, 9, , 1, 4, 
23/06/2022, 26, 17, 12, , 1, 4, 
24/06/2022, 35, 20, 12, , 1, 4, 
25/06/2022, 29, 15, 23, , 1, 4, 
26/06/2022, 23, 12, 17, , 1, 4, 
27/06/2022, 26, 22, 13, , 2, 5, 
28/06/2022, 49, 27, 17, , 3, 6, 
29/06/2022, 39, 18, 10, , 3, 4, 
30/06/2022, 30, 17, 17, , 2, 2, 
01/07/2022, 33, 23, 27, , 1, 2, 
02/07/2022, 60, 24, 27, , 1, 3, 
03/07/2022, 56, 26, 26, , 1, 5, 
04/07/2022, 64, 30, 9, , 1, 6, 
05/07/2022, 50, 17, 17, , 1, 5, 
06/07/2022, 33, 20, 18, , 1, 6, 
07/07/2022, 47, 18, 13, , 1, 4, 
08/07/2022, 41, 23, 21, , 3, 5, 
09/07/2022, 47, 23, 18, , 2, 5, 
10/07/2022, 36, 15, 25, , 2, 10, 
11/07/2022, 44, 20, 22, , 2, 7, 
12/07/2022, 47, 21, 27, , 2, 3, 
13/07/2022, 45, 19, 16, , 2, 3, 
14/07/2022, 44, 20, 11, , 2, 3, 
15/07/2022, 35, 18, 32, , 1, 2, 
16/07/2022, 32, 18, 23, , 1, 2, 
17/07/2022, 34, 20, 17, , 1, 3, 
18/07/2022, 41, 19, 18, , 1, 4, 
19/07/2022, 39, 19, 10, , 2, 6, 
20/07/2022, 36, 22, 11, , 2, 5, 
21/07/2022, 48, 21, 8, , 2, 5, 
22/07/2022, 47, 25, 16, , 2, 7, 
23/07/2022, 55, 23, 11, , 1, 5, 
24/07/2022, 44, 18, 9, , 1, 4, 
25/07/2022, 47, 17, 11, , 2, 5, 
26/07/2022, 34, 13, 18, , 1, 5, 
27/07/2022, 31, 20, 15, , 1, 6, 
28/07/2022, 57, 30, 9, , 1, 7, 
29/07/2022, 55, 18, 15, , 2, 4, 
30/07/2022, 28, 12, 15, , 1, 5, 
31/07/2022, 29, 18, 8, , 1, 5, 
01/08/2022, 38, 16, 3, , 2, 5, 
02/08/2022, 28, 16, 8, , 5, 5, 
03/08/2022, 40, 16, 10, , 3, 4, 
04/08/2022, 31, 22, 8, , 4, 7, 
05/08/2022, 50, 25, 21, , 5, 5, 
06/08/2022, 50, 16, 22, , 4, 5, 
07/08/2022, 31, 23, 26, , 2, 5, 
08/08/2022, 71, 31, 24, , 2, 5, 
09/08/2022, 56, 22, 23, , 2, 6, 
10/08/2022, 43, 20, 18, , 2, 6, 
11/08/2022, 37, 21, 17, , 2, 7, 
12/08/2022, 43, 27, 14, , 2, 9, 
13/08/2022, 51, 31, 25, , 6, 10, 
14/08/2022, 62, 26, 19, , 3, 11, 
15/08/2022, 56, 30, 22, , 4, 11, 
16/08/2022, 52, 29, 18, , 3, 6, 
17/08/2022, 34, 21, 14, , 2, 5, 
18/08/2022, 39, 21, 12, , 3, 7, 
19/08/2022, 37, 18, 12, , 2, 7, 
20/08/2022, 30, 18, 14, , 1, 8, 
21/08/2022, 27, 11, 20, , 1, 9, 
22/08/2022, 24, 18, 10, , 1, 8, 
23/08/2022, 40, 23, 15, , 3, 5, 
24/08/2022, 36, 17, 9, , 1, 3, 
25/08/2022, 36, 24, 7, , 1, 6, 
26/08/2022, 49, 30, 19, , 2, 7, 
27/08/2022, 50, 26, 7, , 2, 7, 
28/08/2022, 45, 21, 9, , 2, 7, 
29/08/2022, 40, 21, 6, , 2, 7, 
30/08/2022, 32, 19, 17, , 4, 6, 
31/08/2022, 31, 22, 11, , 4, 6, 
01/09/2022, 41, 29, 6, , 3, 9, 
02/09/2022, 47, 16, 15, , 5, 6, 
03/09/2022, 26, 14, 6, , 4, 7, 
04/09/2022, 32, 19, 5, , 3, 8, 
05/09/2022, 44, 27, 14, , 2, 8, 
06/09/2022, 47, 26, 11, , 3, 9, 
07/09/2022, 48, 22, 17, , 4, 5, 
08/09/2022, 53, 29, 3, , 3, 7, 
09/09/2022, 48, 20, 20, , 2, 5, 
10/09/2022, 35, 18, 14, , 2, 6, 
11/09/2022, 41, 18, 44, , 2, 7, 
12/09/2022, 52, 32, 41, , 2, 7, 
13/09/2022, 69, 24, 10, , 2, 7, 
14/09/2022, 40, 20, 16, , 2, 7, 
15/09/2022, 32, 31, 17, , 3, 9, 
16/09/2022, 62, 27, 10, , 2, 9, 
17/09/2022, 58, 18, 11, , 2, 9, 
18/09/2022, 40, 16, 14, , 3, 8, 
19/09/2022, 41, 19, 10, , 4, 9, 
20/09/2022, 44, 29, 16, , 3, 10, 
21/09/2022, 56, 17, 6, , 2, 9, 
22/09/2022, 30, 13, 17, , 5, 10, 
23/09/2022, 28, 18, 13, , 3, 10, 
24/09/2022, 52, 22, 10, , 3, 11, 
25/09/2022, 45, 21, 11, , 2, 10, 
26/09/2022, 59, 29, 18, , 2, 5, 
27/09/2022, 64, 34, 22, , 2, 7, 
28/09/2022, 76, 29, 16, , 2, 6, 
29/09/2022, 47, 30, 17, , 2, 8, 
30/09/2022, 61, 27, 14, , 2, 7, 
01/10/2022, 46, 16, 17, , 2, 8, 
02/10/2022, 27, 18, 13, , 2, 7, 
03/10/2022, 42, 21, 3, , 2, 5, 
04/10/2022, 52, 22, 2, , 1, 6, 
05/10/2022, 34, 17, 2, , 2, 8, 
06/10/2022, 30, 23, 5, , 3, 6, 
07/10/2022, 35, 17, 5, , 3, 6, 
08/10/2022, 30, 18, 19, , 2, 5, 
09/10/2022, 35, 19, 20, , 2, 6, 
10/10/2022, 39, 24, 36, , 4, 8, 
11/10/2022, 54, 22, 15, , 4, 7, 
12/10/2022, 30, 20, 20, , 3, 7, 
13/10/2022, 39, 25, 14, , 3, 8, 
14/10/2022, 40, 20, 17, , 2, 8, 
15/10/2022, 26, 17, 17, , 3, 8, 
16/10/2022, 21, 16, 14, , 5, 9, 
17/10/2022, 26, 21, 24, , 9, 11, 
18/10/2022, 32, 24, 18, , 8, 11, 
19/10/2022, 43, 38, 39, , 4, 10, 
20/10/2022, 41, 30, 12, , 3, 11, 
21/10/2022, 29, 22, 15, , 3, 12, 
22/10/2022, 25, 13, 14, , 3, 11, 
23/10/2022, 17, 17, 16, , 3, 13, 
24/10/2022, 28, 17, 17, , 3, 13, 
25/10/2022, 22, 14, 9, , 3, 10, 
26/10/2022, 20, 13, 20, , 2, 4, 
27/10/2022, 18, 16, 21, , 2, 4, 
28/10/2022, 26, 18, 22, , 2, 5, 
29/10/2022, 21, 17, 24, , 2, 5, 
30/10/2022, 24, 13, 19, , 1, 5, 
31/10/2022, 21, 17, 12, , 1, 6, 
01/11/2022, 24, 19, 25, , 1, 7, 
02/11/2022, 27, 23, 24, , 2, 7, 
03/11/2022, 21, 19, 19, , 4, 4, 
04/11/2022, 22, 16, 10, , 3, 5, 
05/11/2022, 18, 17, 20, , 2, 6, 
06/11/2022, 23, 17, 25, , 2, 5, 
07/11/2022, 23, 20, 14, , 2, 5, 
08/11/2022, 22, 21, 15, , 1, 6, 
09/11/2022, 21, 16, 12, , 1, 5, 
10/11/2022, 21, 18, 14, , 1, 7, 
11/11/2022, 27, 21, 13, , 1, 6, 
12/11/2022, 26, 17, 13, , 1, 6, 
13/11/2022, 32, 12, 20, , 1, 7, 
14/11/2022, 26, 14, 17, , 1, 6, 
15/11/2022, 24, 21, 23, , 1, 7, 
16/11/2022, 23, 16, 23, , 1, 7, 
17/11/2022, 23, 20, 26, , 1, 8, 
18/11/2022, 21, 17, 11, , 1, 8, 
19/11/2022, 20, 15, 21, , 1, 7, 
20/11/2022, 24, 16, 15, , 1, 7, 
21/11/2022, 30, 23, 18, , 1, 8, 
22/11/2022, 27, 24, 16, , 1, 8, 
23/11/2022, 21, 21, 18, , 1, 5, 
24/11/2022, 22, 18, 18, , 1, 5, 
25/11/2022, 22, 21, 30, , 1, 5, 
26/11/2022, 25, 24, 13, , 1, 6, 
27/11/2022, 25, 20, 20, , 1, 6, 
28/11/2022, 25, 20, 13, , 1, 6, 
29/11/2022, 26, 26, 18, , 1, 8, 
30/11/2022, 27, 18, 9, , 1, 7, 
01/12/2022, 21, 20, 10, , 2, 8, 
02/12/2022, 22, 19, 22, , 1, 6, 
03/12/2022, 24, 17, 15, , 1, 4, 
04/12/2022, 22, 22, 12, , 1, 6, 
05/12/2022, 25, 26, 20, , 1, 7, 
06/12/2022, 26, 20, 12, , 1, 6, 
07/12/2022, 23, 22, 10, , 1, 6, 
08/12/2022, 23, 16, 15, , 1, 5, 
09/12/2022, 22, 16, 14, , 1, 6, 
10/12/2022, 22, 17, 11, , 1, 4, 
11/12/2022, 18, 19, 22, , 1, 6, 
12/12/2022, 21, 18, 13, , 1, 5, 
13/12/2022, 19, 13, 14, , 1, 5, 
14/12/2022, 21, 15, 11, , 1, 6, 
15/12/2022, 26, 23, 21, , 1, 6, 
16/12/2022, 28, 20, 13, , 2, 7, 
17/12/2022, 20, 13, 20, , 1, 5, 
18/12/2022, 22, 15, 11, , 1, 5, 
19/12/2022, 22, 15, 17, , 1, 5, 
20/12/2022, 24, 14, 20, , 1, 6, 
21/12/2022, 21, 15, 14, , 1, 5, 
22/12/2022, 19, 15, 21, , 1, 4, 
23/12/2022, 22, 28, 32, , 1, 5, 
24/12/2022, 33, 29, 26, , 1, 5, 
25/12/2022, 30, 31, 26, , 1, 5, 
26/12/2022, 31, 30, 26, , 1, 5, 
27/12/2022, 29, 28, 25, , 1, 4, 
28/12/2022, 30, 30, 22, , 1, 5, 
29/12/2022, 29, 29, 30, , 1, 5, 
30/12/2022, 31, 27, 28, , 1, 6, 
31/12/2022, 30, 29, 28, , 1, , 
01/01/2023, 30, 29, 32, , 1, 7, 
02/01/2023, 30, 22, 22, , 1, 7, 
03/01/2023, 19, 14, 21, , 1, 5, 
04/01/2023, 20, 16, 17, , 1, 5, 
05/01/2023, 23, 22, 27, , 1, 5, 
06/01/2023, 27, 16, 23, , 2, 5, 
07/01/2023, 20, 13, 26, , 2, 5, 
08/01/2023, 18, 19, 35, , 2, 6, 
09/01/2023, 26, 19, 31, , 2, 7, 
10/01/2023, 24, 22, 13, , 3, 7, 
11/01/2023, 28, 26, 41, , 2, 6, 
12/01/2023, 32, 20, 23, , 2, 5, 
13/01/2023, 24, 23, 43, , 2, 9, 
14/01/2023, 32, 24, 34, , 2, 7, 
15/01/2023, 27, 22, 20, , 2, 6, 
16/01/2023, 23, 16, 27, , 2, 4, 
17/01/2023, 22, 18, 24, , 2, 5, 
18/01/2023, 23, 20, 20, , 2, 6, 
19/01/2023, 23, 13, 13, , 2, 6, 
20/01/2023, 16, 13, 17, , 2, 5, 
21/01/2023, 17, 13, 14, , 2, 6, 
22/01/2023, 20, 15, 7, , 2, 7, 
23/01/2023, 22, 12, 7, , 2, 7, 
24/01/2023, 17, 9, 8, , 1, 6, 
25/01/2023, 18, 13, 13, , 1, 5, 
26/01/2023, 19, 14, 19, , 2, 5, 
27/01/2023, 19, 11, 9, , 2, 5, 
28/01/2023, 15, 11, 23, , 1, 5, 
29/01/2023, 21, 16, 25, , 1, 7, 
30/01/2023, 23, 16, 17, , 2, 5, 
31/01/2023, 21, 16, 20, , 2, 5, 
01/02/2023, 23, 15, 16, , 2, 4, 
02/02/2023, 20, 15, 14, , 2, 5, 
03/02/2023, 21, 14, 6, , 2, 5, 
04/02/2023, 20, 16, 12, , 2, 5, 
05/02/2023, 23, 14, 14, , 2, 5, 
06/02/2023, 20, 14, 17, , 2, 4, 
07/02/2023, 20, 17, 15, , 2, 4, 
08/02/2023, 22, 18, 14, , 2, 5, 
09/02/2023, 23, 18, 14, , 2, 5, 
10/02/2023, 23, 14, 14, , 2, 4, 
11/02/2023, 19, 13, 12, , 2, 5, 
12/02/2023, 20, 14, 20, , 2, 6, 
13/02/2023, 21, 16, 17, , 2, 5, 
14/02/2023, 23, 16, 15, , 2, 5, 
15/02/2023, 21, 17, 20, , 2, 4, 
16/02/2023, 21, 24, 18, , 2, 4, 
17/02/2023, 29, 23, 16, , 2, 4, 
18/02/2023, 28, 17, 19, , 2, 5, 
19/02/2023, 21, 17, 18, , 2, 5, 
20/02/2023, 21, 19, 23, , 2, 5, 
21/02/2023, 26, 21, 27, , 2, 5, 
22/02/2023, 26, 22, 27, , 2, 6, 
23/02/2023, 26, 23, 29, , 2, 6, 
24/02/2023, 29, 25, 30, , 2, 5, 
25/02/2023, 28, 25, 24, , 2, 4, 
26/02/2023, 25, 17, 24, , 2, 5, 
27/02/2023, 21, 15, 16, , 2, 6, 
28/02/2023, 19, 10, 8, , 2, 6, 
01/03/2023, 16, 11, 12, , 2, 6, 
02/03/2023, 19, 11, 7, , 2, 7, 
03/03/2023, 20, 14, 13, , 2, 7, 
04/03/2023, 18, 16, 16, , 2, 7, 
05/03/2023, 24, 23, 18, , 2, 6, 
06/03/2023, 27, 20, 16, , 2, 4, 
07/03/2023, 25, 23, 15, , 2, 5, 
08/03/2023, 29, 24, 15, , 2, 5, 
09/03/2023, 33, 23, 17, , 2, 5, 
10/03/2023, 30, 25, 18, , 2, 5, 
11/03/2023, 30, 23, 16, , 2, 5, 
12/03/2023, 29, 22, 25, , 2, 5, 
13/03/2023, 30, 26, 22, , 2, 4, 
14/03/2023, 34, 28, 26, , 2, 4, 
15/03/2023, 33, 25, 21, , 2, 5, 
16/03/2023, 28, 22, 16, , 2, 5, 
17/03/2023, 34, 25, 7, , 2, 6, 
18/03/2023, 43, 26, 6, , 3, 6, 
19/03/2023, 48, 22, 4, , 3, 6, 
20/03/2023, 40, 19, 8, , 3, 8, 
21/03/2023, 32, 17, 10, , 2, 4, 
22/03/2023, 38, 22, 9, , 2, 3, 
23/03/2023, 36, 20, 11, , 2, 4, 
24/03/2023, 41, 25, 9, , 2, 6, 
25/03/2023, 44, 25, 25, , 2, 10, 
26/03/2023, 52, 23, 5, , 2, 11, 
27/03/2023, 45, 21, 13, , 2, 5, 
28/03/2023, 39, 26, 9, , 2, 5, 
29/03/2023, 40, 20, 10, , 2, 5, 
30/03/2023, 33, 22, 19, , 2, 8, 
31/03/2023, 29, 26, 23, , 2, 5, 
01/04/2023, 29, 28, 35, , 2, 7, 
02/04/2023, 34, 25, 21, , 2, 7, 
03/04/2023, 26, 27, 42, , 2, 8, 
04/04/2023, 33, 33, 28, , 2, 4, 
05/04/2023, 36, 35, 30, , 2, 3, 
06/04/2023, 33, 35, 25, , 2, 6, 
07/04/2023, 33, 33, 29, , 2, 6, 
08/04/2023, 33, 23, 1, , 1, 8, 
09/04/2023, 19, 20, 30, , 1, 6, 
10/04/2023, 26, 32, 34, , 2, 7, 
11/04/2023, 37, 38, 36, , 1, 5, 
12/04/2023, 41, 45, 38, , 1, 6, 
13/04/2023, 41, 42, 42, , 2, 8, 
14/04/2023, 42, 46, 87, , 2, 6, 
15/04/2023, 46, 46, 35, , 2, 7, 
16/04/2023, 38, 33, 38, , 2, 5, 
17/04/2023, 35, 37, 60, , 2, 6, 
18/04/2023, 37, 36, 19, , 2, 6, 
19/04/2023, 32, 29, 12, , 2, 5, 
20/04/2023, 23, 26, 26, , 2, 6, 
21/04/2023, 24, 22, 22, , 2, 4, 
22/04/2023, 19, 18, 21, , 2, 3, 
23/04/2023, 19, 22, 24, , 8, 4, 
24/04/2023, 22, 19, 17, , 1, 3, 
25/04/2023, 23, 24, 15, , 1, 5, 
26/04/2023, 32, 24, 15, , 1, 4, 
27/04/2023, 22, 25, 10, , 1, 6, 
28/04/2023, 25, 29, 24, , 2, 6, 
29/04/2023, 28, 28, 14, , 2, 6, 
30/04/2023, 24, 24, 25, , 1, 4, 
01/05/2023, 22, 20, 21, , 1, 4, 
02/05/2023, 19, 20, 12, , 1, 3, 
03/05/2023, 26, 20, 20, , 1, 4, 
04/05/2023, 21, 26, 31, , 2, 7, 
05/05/2023, 35, 27, 21, , 2, 3, 
06/05/2023, 23, 14, 14, , 1, 8, 
07/05/2023, 16, 15, 13, , 1, 7, 
08/05/2023, 16, 18, 23, , 1, 5, 
09/05/2023, 20, 21, 19, , 1, 5, 
10/05/2023, 21, 24, 20, , 1, 4, 
11/05/2023, 24, 25, 21, , 1, 4, 
12/05/2023, 29, 24, 25, , 1, 4, 
13/05/2023, 22, 21, 22, , 1, 4, 
14/05/2023, 21, 29, 12, , 1, 6, 
15/05/2023, 35, 34, 7, , 1, 6, 
16/05/2023, 30, 27, 11, , 1, 5, 
17/05/2023, 30, 40, 21, , 2, 8, 
18/05/2023, 36, 29, 21, , 1, 5, 
19/05/2023, 25, 23, 16, , 2, 4, 
20/05/2023, 24, 24, 11, , 1, 5, 
21/05/2023, 22, 25, 27, , 1, 5, 
22/05/2023, 25, 24, 15, , 1, 4, 
23/05/2023, 24, 22, 24, , 1, 4, 
24/05/2023, 22, 25, 16, , 1, 4, 
25/05/2023, 27, 30, 13, , 1, 5, 
26/05/2023, 30, 34, 15, , 2, 6, 
27/05/2023, 32, 27, 18, , 2, 5, 
28/05/2023, 23, 19, 23, , 2, 4, 
29/05/2023, 23, 20, 22, , 2, 4, 
30/05/2023, 23, 21, 26, , 1, 1, 
31/05/2023, 22, 26, 19, , 1, 1, 
01/06/2023, 20, 21, 28, , 1, 3, 
02/06/2023, 24, 30, 19, , 2, 2, 
03/06/2023, 28, 34, 16, , 2, 6, 
04/06/2023, 29, 23, 32, , 2, 6, 
05/06/2023, 22, 26, 10, , 2, 6, 
06/06/2023, 26, 27, 12, , 2, 5, 
07/06/2023, 26, 26, 10, , 2, 6, 
08/06/2023, 26, 22, 14, , 2, 4, 
09/06/2023, 19, 20, 10, , 3, 2, 
10/06/2023, 21, 19, 12, , 2, 2, 
11/06/2023, 19, 21, 6, , 1, 2, 
12/06/2023, 21, 25, 10, , 1, 4, 
13/06/2023, 27, 21, 6, , 2, 2, 
14/06/2023, 21, 29, 9, , 1, 4, 
15/06/2023, 28, 24, 16, , 1, 2, 
16/06/2023, 21, 24, 18, , 2, 1, 
17/06/2023, 29, 35, 13, , 1, 3, 
18/06/2023, 30, 32, 20, , 1, 3, 
19/06/2023, 36, 31, 21, , 1, 4, 
20/06/2023, 28, 25, 13, , 1, 3, 
21/06/2023, 22, 24, 17, , 1, 2, 
22/06/2023, 25, 38, 11, , 1, 2, 
23/06/2023, 33, 30, 13, , 2, 4, 
24/06/2023, 27, 32, 18, , 3, 3, 
25/06/2023, 30, 27, 16, , 3, 2, 
26/06/2023, 24, 20, 11, , 2, 2, 
27/06/2023, 21, 21, 18, , 2, 1, 
28/06/2023, 24, 21, 16, , 1, 2, 
29/06/2023, 29, 23, 9, , 1, 2, 
30/06/2023, 36, 19, 7, , 2, 3, 
01/07/2023, 29, 16, 13, , 1, 4, 
02/07/2023, 31, 17, 7, , 1, 3, 
03/07/2023, 30, 23, 17, , 2, 3, 
04/07/2023, 23, 23, 13, , 2, 2, 
05/07/2023, 29, 20, 10, , 2, 2, 
06/07/2023, 23, 21, 16, , 2, 3, 
07/07/2023, 33, 25, 13, , 2, 3, 
08/07/2023, 30, 21, 8, , 2, 3, 
09/07/2023, 24, 22, 7, , 2, 4, 
10/07/2023, 31, 15, 4, , 2, 3, 
11/07/2023, 22, 16, 10, , 2, 4, 
12/07/2023, 28, 24, 17, , 2, 6, 
13/07/2023, 39, 26, 4, , 2, 4, 
14/07/2023, 42, 21, 17, , 2, 4, 
15/07/2023, 32, 20, 23, , 2, 3, 
16/07/2023, 31, 21, 13, , 1, 3, 
17/07/2023, 38, 20, 8, , 1, 3, 
18/07/2023, 33, 16, 9, , 1, 2, 
19/07/2023, 30, 21, 5, , 1, 3, 
20/07/2023, 35, 26, 21, , 2, 3, 
21/07/2023, 48, 24, 20, , 2, 1, 
22/07/2023, 30, 25, 19, , 2, 2, 
23/07/2023, 38, 22, 18, , 3, 2, 
24/07/2023, 30, 18, 19, , 3, 2, 
25/07/2023, 30, 22, 19, , 2, 2, 
26/07/2023, 35, 28, 22, , 2, 4, 
27/07/2023, 50, 33, 24, , 2, 5, 
28/07/2023, 52, 38, 29, , 2, 4, 
29/07/2023, 51, 31, 24, , 2, 4, 
30/07/2023, 37, 26, 23, , 2, 3, 
31/07/2023, 33, 27, 23, , 2, 4, 
01/08/2023, 35, 27, 26, , 2, 4, 
02/08/2023, 48, 26, 14, , 2, 5, 
03/08/2023, 30, 24, 20, , 3, 6, 
04/08/2023, 36, 24, 22, , 2, 4, 
05/08/2023, 39, 29, 24, , 2, 4, 
06/08/2023, 38, 24, 19, , 2, 4, 
07/08/2023, 34, 21, 13, , 2, 4, 
08/08/2023, 28, 20, 20, , 2, 4, 
09/08/2023, 34, 25, 26, , 2, 4, 
10/08/2023, 38, 27, 20, , 2, 5, 
11/08/2023, 46, 29, 25, , 2, 5, 
12/08/2023, 45, 34, 27, , 2, 6, 
13/08/2023, 50, 31, 22, , 2, 5, 
14/08/2023, 41, 25, 22, , 2, 5, 
15/08/2023, 38, 29, 15, , 2, 6, 
16/08/2023, 43, 32, 19, , 2, 5, 
17/08/2023, 52, 33, 7, , 2, 6, 
18/08/2023, 51, 27, 9, , 3, 6, 
19/08/2023, 44, 23, 23, , 2, 4, 
20/08/2023, 39, 22, 16, , 2, 4, 
21/08/2023, 32, 32, 21, , 3, 5, 
22/08/2023, 43, 40, 22, , 2, 4, 
23/08/2023, 41, 28, 18, , 2, 4, 
24/08/2023, 35, 22, 15, , 2, 4, 
25/08/2023, 27, 24, 18, , 2, 5, 
26/08/2023, 43, 30, 26, , 3, 6, 
27/08/2023, 40, 24, 21, , 2, 5, 
28/08/2023, 49, 31, 21, , 2, 6, 
29/08/2023, 46, 27, 26, , 2, 6, 
30/08/2023, 45, 30, 27, , 2, 4, 
31/08/2023, 47, 33, 33, , 2, 4, 
01/09/2023, 51, 34, 39, , 3, 4, 
02/09/2023, 55, 39, 36, , 3, 4, 
03/09/2023, 55, 39, 40, , 3, 4, 
04/09/2023, 53, 39, 36, , 3, 5, 
05/09/2023, 53, 38, 25, , 3, 5, 
06/09/2023, 49, 21, 34, , 3, 5, 
07/09/2023, 33, 20, 22, , 3, 4, 
08/09/2023, 33, 24, 17, , 3, 4, 
09/09/2023, 40, 23, 15, , 3, 5, 
10/09/2023, 40, 29, 29, , 3, 6, 
11/09/2023, 58, 39, 18, , 2, 5, 
12/09/2023, 51, 27, 16, , 2, 4, 
13/09/2023, 35, 26, 23, , 2, 4, 
14/09/2023, 43, 29, 24, , 3, 3, 
15/09/2023, 45, 33, 22, , 2, 4, 
16/09/2023, 49, 31, 17, , 1, 4, 
17/09/2023, 42, 23, 11, , 1, 5, 
18/09/2023, 41, 24, 15, , 1, 4, 
19/09/2023, 40, 21, 11, , 1, 6, 
