date,pm25,pm10,o3,no2,so2,co
26/11/2025, 75, 53, , 1, 12, 
27/11/2025, 88, 57, , 1, , 
28/11/2025, 87, 110, , 1, , 
29/11/2025, 171, 115, , 1, , 
30/11/2025, 176, 101, , , , 
01/12/2025, 165, 83, , 1, , 
02/12/2025, 148, 64, , 1, , 
03/12/2025, 112, 80, , 1, , 
04/12/2025, 137, 97, , 1, , 
05/12/2025, 160, 76, , , , 
06/12/2025, 128, 96, , 1, , 
07/12/2025, 162, 80, , 1, , 
08/12/2025, 138, 92, , 1, 14, 
09/12/2025, 154, 108, , 1, , 
10/12/2025, 175, , , , , 
14/12/2025, , 49, , 1, 16, 
15/12/2025, 66, 75, , 1, , 
16/12/2025, 119, , , , , 
11/01/2026,180,,,,,
18/01/2026,172,,,,,
05/03/2026,158,,,,,
06/03/2026,170,,,,,
07/03/2026,118,55,,,,
09/03/2026,128,58,,,,
10/03/2026,71,45,,,,
11/03/2026,165,66,,,,
12/03/2026,150,57,,,,
27/03/2026,117,81,,,,
2026/03/27,125,81,,,,
2026/03/27,125,81,,,,
2026/03/27,125,81,,,,
2026/03/27,125,81,,,,
2026/03/27,125,81,,,,
2026/03/27,125,81,,,,
